article_id,product_id,title,slug,category,keyword,content,seo_title,meta_description,featured_image,related_products,related_landingpage,affiliate_link,asset_html,status,created_at,updated_at
ART_B0DXLBZF4Q,B0DXLBZF4Q,PHILIPS OneBlade 360 Face & Body Elektrischer Rasierer Trimmer und Bodygroomer QP2824/31,philips-oneblade-360-face-body-elektrischer-rasierer-trimmer-und-bodygroomer-qp2824-31,Körperpflege & Elektrorasierer,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>PHILIPS OneBlade 360 Face & Body Elektrischer Rasierer Trimmer und Bodygroomer QP2824/31</h2>

    <p>
    Hier finden Sie Informationen zu
    PHILIPS OneBlade 360 Face & Body Elektrischer Rasierer Trimmer und Bodygroomer QP2824/31 und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",PHILIPS OneBlade 360 Face & Body Elektrischer Rasierer Trimmer und Bodygroomer QP2824/31 | Free Basics,Informationen zu PHILIPS OneBlade 360 Face & Body Elektrischer Rasierer Trimmer und Bodygroomer QP2824/31.,/content/drive/MyDrive/AI_Agent/bilder/produkte/amazon/B0DXLBZF4Q_original.jpg,/produkte,/lp/B0DXLBZF4Q,https://www.amazon.de/gp/product/B0DXLBZF4Q?smid=A3JWKAKR8XB7XF&psc=1&linkCode=ll2&tag=freebasics-21&linkId=7d4e32a08a825498bee7382c530296e8&ref_=as_li_ss_tl,,ready,2026-07-19T16:06:04.798435,2026-07-19T16:06:04.798448
ART_B0CVXSK4D3,B0CVXSK4D3,Philips OneBlade Original 360-Klingen passend für alle OneBlade und Pro Modelle 4er-Pack QP440/50,philips-oneblade-original-360-klingen-passend-f-r-alle-oneblade-und-pro-modelle-4er-pack-qp440-50,Rasierklingen & Zubehör,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>Philips OneBlade Original 360-Klingen passend für alle OneBlade und Pro Modelle 4er-Pack QP440/50</h2>

    <p>
    Hier finden Sie Informationen zu
    Philips OneBlade Original 360-Klingen passend für alle OneBlade und Pro Modelle 4er-Pack QP440/50 und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",Philips OneBlade Original 360-Klingen passend für alle OneBlade und Pro Modelle 4er-Pack QP440/50 | Free Basics,Informationen zu Philips OneBlade Original 360-Klingen passend für alle OneBlade und Pro Modelle 4er-Pack QP440/50.,/content/drive/MyDrive/AI_Agent/bilder/produkte/amazon/B0CVXSK4D3_original.jpg,/produkte,/lp/B0CVXSK4D3,https://www.amazon.de/gp/product/B0CVXSK4D3?smid=A3JWKAKR8XB7XF&psc=1&linkCode=ll2&tag=freebasics-21&linkId=2febca87ab6dce8c73180e79c99357a6&ref_=as_li_ss_tl,,ready,2026-07-19T16:06:05.043949,2026-07-19T16:06:05.043962
ART_B08P4YPB8Q,B08P4YPB8Q,"Maybelline New York Sky High Mascara für extreme Länge und volles Volumen Very Black 7,2 ml",maybelline-new-york-sky-high-mascara-f-r-extreme-l-nge-und-volles-volumen-very-black-7-2-ml,Kosmetik - Wimperntusche,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>Maybelline New York Sky High Mascara für extreme Länge und volles Volumen Very Black 7,2 ml</h2>

    <p>
    Hier finden Sie Informationen zu
    Maybelline New York Sky High Mascara für extreme Länge und volles Volumen Very Black 7,2 ml und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ","Maybelline New York Sky High Mascara für extreme Länge und volles Volumen Very Black 7,2 ml | Free Basics","Informationen zu Maybelline New York Sky High Mascara für extreme Länge und volles Volumen Very Black 7,2 ml.",/content/drive/MyDrive/AI_Agent/bilder/produkte/amazon/B08P4YPB8Q_original.jpg,/produkte,/lp/B08P4YPB8Q,https://www.amazon.de/gp/product/B08P4YPB8Q?smid=ALAJG0TLJF7AF&th=1&linkCode=ll2&tag=freebasics-21&linkId=b596d267acc19dfded98b049ca2e358c&ref_=as_li_ss_tl,,ready,2026-07-19T16:06:05.281005,2026-07-19T16:06:05.281019
ART_B0FMS3V43J,B0FMS3V43J,SUNDAY NATURAL Magnesium Komplex 240 Kapseln 400mg Magnesium aus 7 Verbindungen,sunday-natural-magnesium-komplex-240-kapseln-400mg-magnesium-aus-7-verbindungen,Nahrungsergänzung - Magnesium,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>SUNDAY NATURAL Magnesium Komplex 240 Kapseln 400mg Magnesium aus 7 Verbindungen</h2>

    <p>
    Hier finden Sie Informationen zu
    SUNDAY NATURAL Magnesium Komplex 240 Kapseln 400mg Magnesium aus 7 Verbindungen und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",SUNDAY NATURAL Magnesium Komplex 240 Kapseln 400mg Magnesium aus 7 Verbindungen | Free Basics,Informationen zu SUNDAY NATURAL Magnesium Komplex 240 Kapseln 400mg Magnesium aus 7 Verbindungen.,/content/drive/MyDrive/AI_Agent/bilder/produkte/amazon/B0FMS3V43J_original.jpg,/produkte,/lp/B0FMS3V43J,https://www.amazon.de/gp/product/B0FMS3V43J?smid=A1KKPIBTTVQSPQ&psc=1&linkCode=ll2&tag=freebasics-21&linkId=32623354b1c45bca2728d97a7e1aee82&ref_=as_li_ss_tl,,ready,2026-07-19T16:06:05.511840,2026-07-19T16:06:05.511853
ART_B0D1YKBX82,B0D1YKBX82,Die Off-Campus-Reihe im neuen Look Band 1-5 plus exklusives Postkartenset,die-off-campus-reihe-im-neuen-look-band-1-5-plus-exklusives-postkartenset,Bücher - Liebesromane / New Adult,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>Die Off-Campus-Reihe im neuen Look Band 1-5 plus exklusives Postkartenset</h2>

    <p>
    Hier finden Sie Informationen zu
    Die Off-Campus-Reihe im neuen Look Band 1-5 plus exklusives Postkartenset und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",Die Off-Campus-Reihe im neuen Look Band 1-5 plus exklusives Postkartenset | Free Basics,Informationen zu Die Off-Campus-Reihe im neuen Look Band 1-5 plus exklusives Postkartenset.,/content/drive/MyDrive/AI_Agent/bilder/produkte/amazon/B0D1YKBX82_original.jpg,/produkte,/lp/B0D1YKBX82,https://www.amazon.de/Off-Campus-Reihe-neuen-Look-exklusives-Postkartenset/dp/B0D1YKBX82?pd_rd_w=xylrd&content-id=amzn1.sym.2773ee31-e1d7-4b66-89a3-82d27d16ebdc&pf_rd_p=2773ee31-e1d7-4b66-89a3-82d27d16ebdc&pf_rd_r=F1QVTK61EB04BBPR6N0F&pd_rd_wg=PITh0&pd_rd_r=50058732-d05a-4c21-b3a9-6fa7140cd969&pd_rd_i=B0D1YKBX82&psc=1&linkCode=ll2&tag=freebasics-21&linkId=4ac87f6407fab4d74ef588cbc2dd89c0&ref_=as_li_ss_tl,,ready,2026-07-19T16:06:05.741734,2026-07-19T16:06:05.741748
ART_TEL_001,TEL_001,MagentaTV,magentatv,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>MagentaTV</h2>

    <p>
    Hier finden Sie Informationen zu
    MagentaTV und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",MagentaTV | Free Basics,Informationen zu MagentaTV.,,/produkte,/lp/TEL_001,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:05.985324,2026-07-19T16:06:05.985337
ART_TEL_002,TEL_002,Glasfaser,glasfaser,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>Glasfaser</h2>

    <p>
    Hier finden Sie Informationen zu
    Glasfaser und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",Glasfaser | Free Basics,Informationen zu Glasfaser.,,/produkte,/lp/TEL_002,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:06.238510,2026-07-19T16:06:06.238523
ART_TEL_003,TEL_003,MagentaZuhause,magentazuhause,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>MagentaZuhause</h2>

    <p>
    Hier finden Sie Informationen zu
    MagentaZuhause und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",MagentaZuhause | Free Basics,Informationen zu MagentaZuhause.,,/produkte,/lp/TEL_003,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:06.474933,2026-07-19T16:06:06.474949
ART_TEL_004,TEL_004,MagentaMobil,magentamobil,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>MagentaMobil</h2>

    <p>
    Hier finden Sie Informationen zu
    MagentaMobil und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",MagentaMobil | Free Basics,Informationen zu MagentaMobil.,,/produkte,/lp/TEL_004,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:06.707408,2026-07-19T16:06:06.707461
ART_TEL_005,TEL_005,MagentaMobil Young,magentamobil-young,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>MagentaMobil Young</h2>

    <p>
    Hier finden Sie Informationen zu
    MagentaMobil Young und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",MagentaMobil Young | Free Basics,Informationen zu MagentaMobil Young.,,/produkte,/lp/TEL_005,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:06.949738,2026-07-19T16:06:06.949752
ART_TEL_006,TEL_006,MagentaMobil Prepaid,magentamobil-prepaid,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>MagentaMobil Prepaid</h2>

    <p>
    Hier finden Sie Informationen zu
    MagentaMobil Prepaid und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",MagentaMobil Prepaid | Free Basics,Informationen zu MagentaMobil Prepaid.,,/produkte,/lp/TEL_006,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:07.184929,2026-07-19T16:06:07.184942
ART_TEL_007,TEL_007,congstar Allnet,congstar-allnet,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>congstar Allnet</h2>

    <p>
    Hier finden Sie Informationen zu
    congstar Allnet und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",congstar Allnet | Free Basics,Informationen zu congstar Allnet.,,/produkte,/lp/TEL_007,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:07.447423,2026-07-19T16:06:07.447439
ART_TEL_008,TEL_008,congstar Homespot,congstar-homespot,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>congstar Homespot</h2>

    <p>
    Hier finden Sie Informationen zu
    congstar Homespot und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",congstar Homespot | Free Basics,Informationen zu congstar Homespot.,,/produkte,/lp/TEL_008,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:07.742897,2026-07-19T16:06:07.742911
ART_TEL_009,TEL_009,TV + Internet + Festnetz,tv-internet-festnetz,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>TV + Internet + Festnetz</h2>

    <p>
    Hier finden Sie Informationen zu
    TV + Internet + Festnetz und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",TV + Internet + Festnetz | Free Basics,Informationen zu TV + Internet + Festnetz.,,/produkte,/lp/TEL_009,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:08.000909,2026-07-19T16:06:08.000925
ART_TEL_010,TEL_010,Datentarife,datentarife,telekom,,"
    <p><strong>Werbung / Anzeige:</strong>
    Diese Seite enthält Affiliate-Links.</p>

    <h2>Datentarife</h2>

    <p>
    Hier finden Sie Informationen zu
    Datentarife und wichtigen Eigenschaften
    dieses Produkts.
    </p>

    <p>
    Weitere Informationen und passende
    Angebote finden Sie auf der
    Produktseite.
    </p>
    ",Datentarife | Free Basics,Informationen zu Datentarife.,,/produkte,/lp/TEL_010,https://free-basics.telekom-profis.de,,ready,2026-07-19T16:06:08.290693,2026-07-19T16:06:08.290707
