section_no,section_id,section_code,section_name,section_mandatory,field_position,field_id,field_name,label,description,required,data_type,source,partner_scope,seo_relevant,schema_relevant,compliance_relevant,accessibility_relevant,translation_relevant,ai_generated,editable,validation_rule,default_value,status,version,updated_at
5,MLP_SECTION_05,HERO,Hero-Bereich,True,12,HERO_012,hero_image_alt,Hero Image Alt,Alternativtext,NO,String,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,13,HERO_013,hero_image_caption,Hero Image Caption,Bildbeschreibung,NO,String,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,14,HERO_014,hero_video_url,Hero Video Url,Hero-Video,NO,URL,Video Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,15,HERO_015,hero_badges,Hero Badges,Belegbare Vertrauenshinweise,NO,JSON,Compliance Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,16,HERO_016,hero_partner_name,Hero Partner Name,Affiliate-Partner,YES,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,17,HERO_017,hero_provider_name,Hero Provider Name,Tatsächlicher Anbieter,YES,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,18,HERO_018,hero_external_notice,Hero External Notice,Hinweis auf externe Weiterleitung,YES,Boolean,Compliance Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,19,HERO_019,hero_layout,Hero Layout,Desktop- und Mobile-Layout,YES,Enum,Template Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,20,HERO_020,hero_alignment,Hero Alignment,Textausrichtung,YES,Enum,Template Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,21,HERO_021,hero_background_type,Hero Background Type,"Farbe, Bild oder Verlauf",NO,Enum,Template Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,22,HERO_022,hero_background_asset,Hero Background Asset,Hintergrundgrafik,NO,URL,Asset Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,23,HERO_023,hero_reading_time,Hero Reading Time,Geschätzte Lesezeit,NO,Integer,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,24,HERO_024,hero_last_updated,Hero Last Updated,Letzte Aktualisierung,YES,Date,Quality Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
5,MLP_SECTION_05,HERO,Hero-Bereich,True,25,HERO_025,hero_status,Hero Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,1,PROB_001,problem_id,Problem Id,Eindeutige Problem-ID,YES,String,System,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,2,PROB_002,problem_category,Problem Category,Problemkategorie,YES,Enum,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,3,PROB_003,user_intent,User Intent,Suchabsicht,YES,Enum,SEO Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,4,PROB_004,target_audience,Target Audience,Zielgruppe,YES,Enum,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,5,PROB_005,problem_title,Problem Title,Kurzbezeichnung des Problems,YES,String,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,6,PROB_006,problem_description,Problem Description,Beschreibung der Ausgangssituation,YES,Text,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,7,PROB_007,pain_points,Pain Points,Zentrale Herausforderungen,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,8,PROB_008,user_questions,User Questions,Typische Nutzerfragen,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,9,PROB_009,decision_factors,Decision Factors,Entscheidungskriterien,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,10,PROB_010,urgency_level,Urgency Level,"Niedrig, Mittel oder Hoch",NO,Enum,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,11,PROB_011,misconceptions,Misconceptions,Häufige Missverständnisse,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,12,PROB_012,prerequisites,Prerequisites,Voraussetzungen,NO,JSON,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,13,PROB_013,regional_limitations,Regional Limitations,Regionale Einschränkungen,NO,JSON,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,14,PROB_014,legal_limitations,Legal Limitations,Rechtliche Einschränkungen,NO,JSON,Compliance Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,15,PROB_015,financial_considerations,Financial Considerations,Kostenaspekte,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,16,PROB_016,technical_considerations,Technical Considerations,Technische Voraussetzungen,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,17,PROB_017,comparison_needed,Comparison Needed,Vergleich sinnvoll,YES,Boolean,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,18,PROB_018,expert_tip,Expert Tip,Neutraler Hinweis,NO,Text,Redaktion,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,19,PROB_019,readability_level,Readability Level,"Einfach, Standard oder fachlich",YES,Enum,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
6,MLP_SECTION_06,PROB,Nutzerproblem,True,20,PROB_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,1,SOL_001,solution_id,Solution Id,Eindeutige Lösungs-ID,YES,String,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,2,SOL_002,product_id,Product Id,Interne Produkt-ID,YES,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,3,SOL_003,partner_name,Partner Name,Affiliate-Partner,YES,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,4,SOL_004,provider_name,Provider Name,Tatsächlicher Anbieter,YES,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,5,SOL_005,product_name,Product Name,Produktbezeichnung,YES,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,6,SOL_006,product_category,Product Category,Produktkategorie,YES,Enum,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,7,SOL_007,solution_headline,Solution Headline,Abschnittsüberschrift,YES,String,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,8,SOL_008,solution_intro,Solution Intro,Einleitung,YES,Text,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,9,SOL_009,solution_description,Solution Description,Sachliche Produktbeschreibung,YES,Text,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,10,SOL_010,key_features,Key Features,Hauptmerkmale,YES,JSON,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,11,SOL_011,key_benefits,Key Benefits,Wesentliche Vorteile,YES,JSON,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,12,SOL_012,limitations,Limitations,Einschränkungen,NO,JSON,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,13,SOL_013,target_users,Target Users,Geeignete Zielgruppen,YES,JSON,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,14,SOL_014,unsuitable_for,Unsuitable For,Weniger geeignete Zielgruppen,NO,JSON,Content Engine,ALL,True,True,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,15,SOL_015,requirements,Requirements,Voraussetzungen,NO,JSON,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,16,SOL_016,availability,Availability,"Regional, national oder online",NO,Enum,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,17,SOL_017,official_source,Official Source,Offizielle Quelle,NO,URL,Source Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,18,SOL_018,last_verified,Last Verified,Letzte Prüfung,YES,Date,Quality Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,19,SOL_019,content_version,Content Version,Versionsnummer,YES,String,Version Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
7,MLP_SECTION_07,SOL,Lösung / Produktvorstellung,True,20,SOL_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,1,COMP_001,comparison_id,Comparison Id,Eindeutige Vergleichs-ID,YES,String,System,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,2,COMP_002,section_title,Section Title,Abschnittsüberschrift,YES,String,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,3,COMP_003,summary,Summary,Kurze Zusammenfassung,YES,Text,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,4,COMP_004,advantages,Advantages,Liste der Vorteile,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,5,COMP_005,disadvantages,Disadvantages,Liste der Nachteile,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,6,COMP_006,neutral_observations,Neutral Observations,Neutrale Hinweise,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,7,COMP_007,strongest_advantage,Strongest Advantage,Wichtigster Vorteil,YES,String,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,8,COMP_008,biggest_limitation,Biggest Limitation,Größte Einschränkung,NO,String,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,9,COMP_009,suitable_for,Suitable For,Geeignete Nutzergruppen,YES,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,10,COMP_010,less_suitable_for,Less Suitable For,Weniger geeignete Zielgruppen,NO,JSON,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,11,COMP_011,feature_completeness,Feature Completeness,"Basis, Standard oder Premium",NO,Enum,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,12,COMP_012,usability_rating,Usability Rating,Interne Bewertung,NO,Decimal,Quality Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,13,COMP_013,complexity_level,Complexity Level,"Einfach, mittel oder komplex",NO,Enum,Content Engine,ALL,True,False,True,True,True,True,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,14,COMP_014,maintenance_required,Maintenance Required,Laufende Pflege notwendig,NO,Boolean,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,15,COMP_015,alternatives_available,Alternatives Available,Alternativen vorhanden,YES,Boolean,Product Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,16,COMP_016,comparison_last_review,Comparison Last Review,Letzte Prüfung,YES,Date,Quality Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,17,COMP_017,reviewer,Reviewer,Prüfer,NO,String,Redaktion,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,18,COMP_018,source_reference,Source Reference,Verwendete Quellen,NO,JSON,Source Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,19,COMP_019,quality_status,Quality Status,"VALID, REVIEW oder ERROR",YES,Enum,Quality Engine,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
8,MLP_SECTION_08,COMP,Vorteile & Nachteile,True,20,COMP_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,False,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,1,SPEC_001,specification_id,Specification Id,Eindeutige Spezifikations-ID,YES,String,System,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,2,SPEC_002,product_id,Product Id,Interne Produkt-ID,YES,String,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,3,SPEC_003,specification_version,Specification Version,Versionsnummer,YES,String,Version Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,4,SPEC_004,feature_list,Feature List,Vollständige Funktionsliste,YES,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,5,SPEC_005,technical_specifications,Technical Specifications,Technische Daten,YES,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,6,SPEC_006,supported_platforms,Supported Platforms,Unterstützte Plattformen,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,7,SPEC_007,compatibility,Compatibility,Kompatibilität,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,8,SPEC_008,minimum_requirements,Minimum Requirements,Mindestanforderungen,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,9,SPEC_009,maximum_capacity,Maximum Capacity,Maximale Leistung oder Kapazität,NO,String,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,10,SPEC_010,performance_metrics,Performance Metrics,Leistungskennzahlen,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,11,SPEC_011,supported_languages,Supported Languages,Verfügbare Sprachen,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,12,SPEC_012,regional_availability,Regional Availability,Verfügbare Regionen,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,13,SPEC_013,integration_options,Integration Options,Schnittstellen und Integrationen,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,14,SPEC_014,update_frequency,Update Frequency,Update- oder Wartungsrhythmus,NO,Enum,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,15,SPEC_015,documentation_url,Documentation Url,Offizielle Dokumentation,NO,URL,Source Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,16,SPEC_016,api_available,Api Available,API verfügbar,NO,Boolean,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,17,SPEC_017,mobile_support,Mobile Support,Mobile Unterstützung,NO,Boolean,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,18,SPEC_018,accessibility_features,Accessibility Features,Barrierefreiheitsfunktionen,NO,JSON,Product Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,19,SPEC_019,verified_at,Verified At,Letzte technische Prüfung,YES,Date,Quality Engine,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
9,MLP_SECTION_09,SPEC,Funktionen & technische Details,True,20,SPEC_020,status,Status,"ACTIVE, REVIEW oder DISABLED",YES,Enum,System,ALL,True,True,False,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,1,PRICE_001,pricing_id,Pricing Id,Eindeutige Preis-ID,YES,String,System,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,2,PRICE_002,product_id,Product Id,Interne Produkt-ID,YES,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,3,PRICE_003,pricing_model,Pricing Model,"Einmalig, monatlich, jährlich oder variabel",YES,Enum,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,4,PRICE_004,currency,Currency,Währung,YES,String,Config,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,5,PRICE_005,base_price,Base Price,Grundpreis,NO,Decimal,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,6,PRICE_006,recurring_price,Recurring Price,Wiederkehrender Preis,NO,Decimal,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,7,PRICE_007,setup_fee,Setup Fee,Einrichtungsgebühr,NO,Decimal,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,8,PRICE_008,shipping_cost,Shipping Cost,Versandkosten,NO,Decimal,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,9,PRICE_009,minimum_term,Minimum Term,Mindestlaufzeit in Monaten,NO,Integer,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,10,PRICE_010,cancellation_period,Cancellation Period,Kündigungsfrist,NO,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,11,PRICE_011,payment_methods,Payment Methods,Unterstützte Zahlungsarten,NO,JSON,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,12,PRICE_012,discounts_available,Discounts Available,Rabatte verfügbar,NO,Boolean,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,13,PRICE_013,discount_description,Discount Description,Beschreibung von Rabatten,NO,Text,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,14,PRICE_014,additional_fees,Additional Fees,Weitere Kosten,NO,JSON,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,15,PRICE_015,tax_information,Tax Information,Steuerhinweise,NO,String,Product Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
10,MLP_SECTION_10,PRICE,"Preise, Kosten & Konditionen",True,16,PRICE_016,price_source,Price Source,Offizielle Preisquelle,NO,URL,Source Engine,ALL,True,True,True,True,True,False,True,,,ACTIVE,1.0.0,2026-07-17T00:00:00+02:00
